11	延庆台阵数据完整性保障——Python自动化程序设计与应用	何荣帅;高翔;成云辉;张杰		2026-02-11	地震科学进展	期刊	延庆台阵;数据完整性;Python;自动化;	地震监测数据的完整性是地震监测预报发展的重要环节，本文以延庆台阵数据完整性保障为研究对象，探讨如何利用Python自动化程序完成软件的设计与应用。详细介绍了程序的设计思路及实际应用案例，通过自动化手段解决台站记录数据缺失的问题，最终达到提高数据完整性保障的效率和准确性的目的，该软件现已应用于延庆台阵数据补全的相关工作中。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDONspqaphf7Ew08EiHJlWcSDP22jQKhPlyt3rWxdqDcT98oXrETVr2haPC7PD-DXV96tcbtZ8F5Pg3EsqYQmRTlczatrcv0avcQ1q8cZ9mAFiaVk4XAauum4IokaYlKwmO4FrKFGGcsYqtE3miBazbDeJQ4TniNSX8t3HIVgCmTig==&uniplatform=NZKPT&language=CHS
12	基于Python的语音情感分析系统设计与实现	古力努尔·艾尔肯;索帅红;哈妮克孜·伊拉洪		2026-02-09	计算机与网络	期刊	语音情感分析;CASIA数据集;梅尔频率倒谱系数特征提取;音频特征;系统设计;	语音情感分析作为人机交互核心技术，在智能服务、医疗监测等领域需求迫切。在当前中文语音情感分析研究中，模型对声学特征的挖掘深度不足、分类稳定性与泛化能力有待提升，一定程度上影响技术落地效果。针对上述挑战，利用Python构建了面向中文场景的语音情感分析系统。以CASIA中文语音数据集为基础，采用梅尔频率倒谱系数(Mel-Frequency Cepstral Coefficients, MFCC)提取声学特征，传统机器学习支持向量机(Support Vector Machine, SVM)作为核心分类器，并引入随机森林算法作为对比验证。通过构建多决策树集成学习机制，降低模型方差，提升分类稳定性与泛化能力。基于卷积神经网络(Convolutional Neural Network, CNN)的特征提取框架，结合长短时记忆网络(Long Short-Term Memory, LSTM)的门控机制，捕捉语音序列的长时依赖关系，有效规避传统循环神经网络(Recurrent Neural Network, RNN)的梯度消失问题。通过设计CNN-LSTM混合模型，实现语音情感特征的层次化、深度挖掘与...	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDP_a8gjJzBwbV8LP_qauJdQaUwR6KWSzHwkoit5WDbtayhv_-7IS6glrbs5NooMZvhRyk7Gi0R_uy0QHvbzpSwl8KPjoYxA5dl6WkyNfZg8UIPypmn3vyIbR9dXC6jBdZIuC95gK8Z19Az7DEfZK48YLwxOLGEOZL8gaVtCcIwMAg==&uniplatform=NZKPT&language=CHS
13	覆盖率引导的Python JIT编译器缺陷检测	任志磊;张子龙;周志德;李微微;江贺		2026-02-04 15:53	软件学报	期刊	Python JIT编译器;缺陷检测;优化策略;校验和;差分测试;	Python作为一种广泛应用的解释型语言,在执行效率方面存在性能瓶颈.即时(JIT)编译器被引入Python生态,它通过将字节码动态编译为机器码,显著提升了程序的运行速度.然而, JIT编译器复杂的优化策略可能导致程序缺陷,影响程序的稳定性和可靠性.现有的Python解释器模糊测试方法难以有效检测JIT编译器的深层优化缺陷和非崩溃缺陷.为此,提出了一种基于覆盖率引导的Python JIT编译器缺陷检测方法 PjitFuzz.首先,为了能够生成触发Python JIT编译器优化策略的程序变体, PjitFuzz提出了5种基于JIT优化策略的程序变异规则.其次,为了聚合不同变异规则的优势并生成多样化的程序变体, PjitFuzz设计了一种基于覆盖率引导的变异规则动态选择方法.然后,为了有效记录程序执行过程中变量值的变化情况,从而检测输出不一致的缺陷, PjitFuzz提出了一种基于计算校验和的代码块插入策略.最后,结合不同的JIT编译选项进行差分测试,从而有效检测Python JIT编译器缺陷.将PjitFuzz与目前最先进的两种Python解释器模糊测试方法 FcFuzzer和IFuzz...	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDP_a8gjJzBwbV8LP_qauJdQjFYrSfo0jwH5GGCY3BUiBeYPVdQufOyqo1HsqeaYRId8dn0G0l-nILBoVN5g8gq9YKcfOUV9LU9YezZC3lcmLp-yp-bG8wb-1UkNmTCZhWLmNRP2BbmCw4wLpf2x-cqsTZI_gANZqeWpBdw1ZqRjYw==&uniplatform=NZKPT&language=CHS
14	国内数据分类分级研究现状、热点及趋势	唐满华;彭添焕;周亿城;夏鹏飞;郭阳		2026-02-04	网络安全技术与应用	期刊	数据分类分级;VOSviewer;python;文献计量;可视化分析;	为全面、系统、客观地反映数据分类分级领域的研究成果，运用python和文献计量分析工具VOSviewer，对中国知网（CNKI）2004-2024年收录的数据分类分级领域619篇文献进行可视化定量分析。结果表明：该领域的研究论文数量总体呈增长趋势；文献发表期刊主要集中《中国信息安全》、《信息安全研究》、《网络安全技术与应用》；研究主题主要涉及数据安全、分类分级、数据保护、数据脱敏、分级保护等。未来的研究重点集中在数据分类分级的应用研究，特别是与各行业领域相结合，在数据确权、数据交易、数据共享、数据分级分类保护等方面。本文揭示我国数据分类分级研究领域的发展现状使读者对数据分类分级有较直观的认识，为进一步开展数据分类分级研究提供借鉴和参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMoYdZ0aOGrSBzBi38aDHi2oZ-RxJ-uO5MXmbYbR-EMVAf07dRKw5CAPzSPSq9zSUVAaN0lRtJqLNg4u1aqzHvxDtZ0NYd-0LdBsZcarUlGHQTZs1rgy0hpFbi9_0ALNQPMOu39Sjxea7xCSXW3GKRG_e3TR7KWtmsW9OxxliE9sg==&uniplatform=NZKPT&language=CHS
15	基于Python的雷电防护装置检测报告数字化检测系统的设计与实现	王健学;杨燕		2026-02-04	信息与电脑	期刊	Python;合规性检测;数字化系统;	针对传统雷电防护装置检测报告人工录入效率低、数据准确性差、合规性校验滞后等问题，文章设计并实现了一套基于Python的雷电防护装置检测报告数字化检测系统。该系统以Python为核心开发语言，整合Word解析、正则表达式匹配、二维码解析等技术，构建报告上传、数据自动提取、合规性检测、结果可视化等功能模块。通过对检测报告中的关键参数(如接地电阻值、接闪器规格等)进行自动化识别与校验，系统可快速判断报告是否符合行业标准，并生成数字化检测结果。实际应用表明，该系统能有效提升检测报告处理效率、降低人为误差，为雷电防护装置检测的信息化管理提供技术支持，具有较高的实用价值。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMoYdZ0aOGrSBzBi38aDHi2oZ-RxJ-uO5NoML5cg0Nz9j9PhQfABIqLt_VxfG0sSRKtnWZFxFi4nMNAjtzFoV3v19fONDVh7LmMoDF-aCL8YfcpO5h5p4SCUZMQxpEbtobBe17TU7T989un2xCh5X3jorB6vIO5_szYAR_fvhTWjA==&uniplatform=NZKPT&language=CHS
16	面向计算思维培养的高中Python项目式学习课程设计——以贪吃蛇项目为例	董洁蕾		2026-02-04	信息与电脑	期刊	项目式学习;计算思维;Python教学;贪吃蛇项目;	编程教育能有效促进计算思维的提升，但编程知识具有枯燥且抽象的特点。相比传统讲授法，项目式学习更契合当前高中Python编程教学的需求。研究以简易贪吃蛇游戏制作为项目主题，采用“设计-实施-评价”的教学模式，开展面向计算思维培养的高中Python项目式学习课程设计，为一线信息技术教师提供教学参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDO3i9lHIhVcIAGmrAhlxdE19u1DKdHtUEF8AdASiDChn7rk8kNQ9xvI-7UjYO4q_U4LwSovWUW0SSAJTrhls13uPo78YkOmFpu_q6U1my_0kzhyHueyQ8gjxYK3vjOiCP3b1bHG4JNGdwixG3MTsWAZAgU_l1--XDceZo4Go7FnLQ==&uniplatform=NZKPT&language=CHS
17	面向人工智能的Python程序设计课程教学改革实践研究	郭凡力		2026-02-04	信息与电脑	期刊	人工智能;Python程序设计课程;教学改革;	人工智能技术是当前各行业研究的热点话题。Python作为人工智能研究中的主要工具，具有简单易读、学习曲线平滑的特点，在人工智能等领域的研究中较为重要。由于基于语言模型的人工智能技术在Python中展现出优秀性能，文章以Python程序设计课程为研究对象，分析人工智能背景下该课程在培养学生技能方面所起到的关键作用，探索将人工智能技术应用于Python程序设计课程教学中的路径，以促进学生学习效率提升与课堂教学有效性增强。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDO3i9lHIhVcIAGmrAhlxdE19u1DKdHtUEF8AdASiDChnzBOeb3jbn7Tnq819ElDoM21ELyp3YRRL5Esjv5C11GXpWmmQ57_51nmY5gLEQMxJrCAfr7FEA9rbHDRsysrIowv10s2L24w-iH9sYUFfMjh_uNnJ-C1M4XxJ2hOM3qYJQ==&uniplatform=NZKPT&language=CHS
18	基于CiteSpace与Python识别技术的国内疗愈景观研究热点及趋势分析	陈嘉通;汪霞		2026-02-03	园林	期刊	疗愈景观;CiteSpace;词频—逆文档频率;潜在狄利克雷分配;研究趋势;	在生态文明建设与健康中国战略背景下，疗愈景观作为促进健康与城市可持续发展的重要载体，成为城乡规划与景观设计的研究焦点。通过构建“文献计量-主题挖掘-趋势预测”三维分析框架，以CNKI数据库中2005—2025年的期刊论文为数据基础，借助Cite Space软件分析热点关键词及其演变趋势，利用互信息（MI）衡量上下文的依赖度，运用Python统计TF-IDF值量化关键词重要性，基于LDA主题建模挖掘潜在主题并预测未来趋势。结果表明：国内疗愈景观研究发文量呈上升趋势；研究热点聚焦健康导向的景观综合效益与影响机制、疗愈景观针对特定群体的实践应用、疗愈景观的循证设计方法论等主题；研究趋势集中于园艺疗法的理论深化与多元场景适配、疗愈景观的循证设计与跨学科融合、后疫情时代的城市疗愈空间重构等方面；未来需加强多尺度空间协同和政策标准体系建设以及跨学科研究。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMWfoUOt3wdki2HFBoppTWCtJE-58gO8D7a_Itn9DSnM5sK1NOdiAG9ky5z4pYJCX4kMhslDDmDJ9EVgFb5ujYa-WKpVnXhWbms8svSi7DAT4LDqv5zMdd0J-wFm-RMjbyUwecXXwG5uRO0dgYLaqm_o4cIGvSes5x9vXWHo_9gqg==&uniplatform=NZKPT&language=CHS
19	一种针对Python解释型语言的源代码保护方法	刘知微;王路路;王洪利;宋恒嘉;郑轶		2026-02-03	网络安全技术与应用	期刊	Linux环境;Python代码保护;反编译攻击;	Python解释型语言在Linux服务器中广泛用于不同业务的运行，但因其代码明文存储与动态执行特性，深受反编译攻击困扰。针对Python语言的传统保护方案防护作用有限，内核级安全机制的缺失更是加剧了深度防护难题。本文创新性地提出一种基于Linux内核模块与应用层协同的代码保护框架，通过构建内存级保护目录、实施动态解密执行以及运用多维度反分析技术，打造覆盖Python脚本运行全周期的防护体系。该体系将保护机制从应用层延伸至内核层，借助操作系统内核的绑定实现对Python语言的多层次防护。经实践验证，此方法显著增强了Python代码安全性，有效抵御常见逆向工程攻击。未来，将继续深入探究基于人工智能的异常检测等先进保护技术，为Linux环境下Python的代码保护提供新的新动力。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMWfoUOt3wdki2HFBoppTWCtJE-58gO8D5EaAF8KlleI1V-ro4BKMFub-NNO59GyujmRy1sv5xfj3rzczr8Hx86Y_utnBSr9hoVl0LQ4U_nwwCLTHH40em_5QSwrDpRrHGnj0Dp39Qlp1EH8lNYr5SZpfO40UcHFZ25cRgLdr2BOQ==&uniplatform=NZKPT&language=CHS
20	基于趣编程平台培养学生计算思维的实践研究	张锦生		2026-02-03	中小学信息技术教育	特色期刊	趣编程平台;计算思维;中小学编程教育;兵团教育;实践研究;	在数字化教育改革背景下，计算思维已成为中小学生核心素养的关键组成。针对新疆生产建设兵团中小学编程教育资源不均、师资短缺的现实问题，趣编程平台凭借图形化编程、虚拟仿真、AI辅助等适配兵团学情的功能模块，为团场学校计算思维培养提供了优质载体。本文结合五家渠、石河子等地学校教学实践，以“智能安全校园系统”开发项目为案例，阐述平台在抽象概括、问题分解、系统构造、迭代优化等能力培养中的实施路径，聚焦教学融合、项目设计与评价体系等核心问题，为兵团中小学编程教育与计算思维培养的深度融合提供可推广的实践参考。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDMWfoUOt3wdki2HFBoppTWCkATaMr1DloCGkhEhO4da0DoEzqJBJiqcebWfAIT8A1sJZlutBE1ArJiSgnIXK1x4Jrw7LWmoCWti_3i_PK-yZZfVKy5BZtTSwZYohtxGficP6_ghYb8cskkDa0YdE3yfL3cHs0vm4fy7Ufxha3_bIQ==&uniplatform=NZKPT&language=CHS
21	基于监督学习的铝合金管混凝土柱极限承载力预测方法	李朝治;黎明;祝蓉		2026-01-30	土木工程与绿色建筑	期刊	铝合金管混凝土柱;组合结构;监督学习;	为了研究提高铝合金管混凝土柱极限承载力预测效率，文章提出一种基于TPE优化的KNN机器学习模型。通过Python脚本建立318组有限元模型，结合22组试验数据，构建含有340组样本数据库。采用TPE算法优化KNN超参数，通过交叉验证确定最优参数组合。研究表明，优化后模型测试集决定系数R2达0.98，较优化前提升3.2%；平均绝对误差（MAE）降低至24.87 kN，降幅达53.8%，可为铝合金组合结构设计提供可靠的分析工具。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDNqXe5i3REJT336K8Ga7Xbo-6Ix5noS80am6aoT-SyaXIGswTrfZ0m391lSoD1Sv1tHG47N14Fv0IpE5b9qBS6pZl0RWStM2lqtY4_M-bets7FpakOfYuVrA_t58WexL5kKqtteb6wAb6Ie_gJx0MIt6o3j9u7E6KWJNYYJdqDKHQ==&uniplatform=NZKPT&language=CHS
22	基于LabVIEW和Python的水泵数字孪生平台设计	王文杰;彭文杰;裴吉;袁寿其		2026-01-29 13:41	灌溉排水学报	期刊	水泵;数字孪生;虚拟仿真;状态监测;模型;	【目的】采用数字孪生技术，结合机器学习和计算流体力学引入模态分解技术，实现对高维流场降阶。【方法】基于LabVIEW和Python开发水泵数字孪生平台，包括数据采集、数值仿真、内流分析与反馈调控4个模块，平台通过传感器将仿真边界条件参数定时采集、自动导入仿真软件进行计算，内流可视化与反馈调控，优化水泵运行维护。与传统系统相比，该平台可实时监控水泵、主动调控，减少停机时间，降低维修成本，提升数字孪生技术在水泵中的“四预”能力。为降低计算资源，以叶轮为研究对象，采用CFX仿真软件进行瞬态计算，以流场压力数据作为模态分解的支撑，采用本征正交分解对三种不同工况下的压力流场进行模态分解，评估流场重构精度并分析不同模态下的主导频率。【结果】数字孪生平台应用于水泵试验台，实现自动采集与仿真计算，且模态分解结果显示前5阶模态占流场大部分能量，均超70%，但呈现出不同的误差特征，相较于设计工况与大流量工况，小流量工况内流更加不稳定，主要归因于叶轮流道中部区域的流动分离以及叶轮出口区域的动静干涉作用。此外，3种工况下，第1阶与第2节模态的主导频率为轴频（48.33 Hz），而高阶模态对应于主频的倍频，可能...	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDNqXe5i3REJT336K8Ga7XboovhSzYA7TyH7Y0O9GK17EUggDluQufzPZwUlkUBCc4771qytIpU_hndhYCsczVYSllBafanzQRWyDfGwZW5dywDpKvzPpX6WOHQGZLsuPNfP0t8CdtE8UGhEGSTBFMLU2SSp7DKWwYYK2uYdJRFKIA==&uniplatform=NZKPT&language=CHS
23	基于TOPSIS模型的区域某专科医院医疗质量综合评价	冉从林;章媛媛;郑冬喜		2026-01-29	价值工程	期刊	TOPSIS模型;专科医院;医疗质量;综合评价;	目的：建立基于Python的TOPSIS评价模型对某区域医疗机构2018-2021年期间医疗工作质量综合评价。方法：采用爬虫和数据库技术采集某医疗机构4年的医疗数据，使用Python对数据统计和分析，并实现TOPSIS模型对医疗工作指标进行综合评价。结果：2018-2021年，综合评价分值分别为0.2189、0.2094、0.1994、0.3722，整体呈上升趋势，但由于疫情的影响导致前3年依次稍有下降，在疫情得到控制和新增分院扩容病床的积极因素激励下，该医疗机构2021年医疗工作质量得到大幅度提升。结论：评价结果与实际情况相符，适合多样本、多指标评价的TOPSIS模型在全面评价医院医疗工作质量中有很好的应用价值，可促进医院医疗质量控制、管理和辅助科学决策。	https://kns.cnki.net/kcms2/article/abstract?v=oGHOruzuSDORY_eoO-VJgMVg7IeRBZGmb-pjqiZcDzcoR27zWBGJliErujZuYp3OmyUMbj2zaVMRJTKJl7HBVjQ6CF5K-G95tWeBcqN84GMi_ZPi_4mz0Lsq34AkUv_9bnh-9M-YtAi4e5AanW2egYkTg6FOpNyobJLzlnxIr7aZWBmuO2rjcg==&uniplatform=NZKPT&language=CHS
